,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,sunshine,winddirection,windspeed
323,1018.7,20.9,17.0,16.5,14.0,90.0,59.0,4.9,10.0,14.2
324,1015.6,21.2,19.6,18.7,17.0,93.0,88.0,0.0,60.0,23.5
325,1019.9,24.7,20.8,19.2,17.3,77.0,53.0,5.0,20.0,11.8
326,1016.0,21.1,20.1,19.7,18.3,86.0,93.0,0.2,50.0,11.8
327,1017.1,24.5,18.4,17.2,16.0,65.0,60.0,6.8,60.0,35.3
328,1022.5,19.3,17.3,16.4,12.8,77.0,94.0,0.0,10.0,24.4
329,1022.9,20.1,18.4,16.5,12.3,73.0,17.0,3.1,40.0,41.3
330,1017.9,18.9,16.4,15.1,15.5,78.0,89.0,0.2,40.0,22.8
331,1024.4,18.8,14.8,12.4,8.5,75.0,43.0,9.1,20.0,39.5
332,1024.7,17.5,13.7,11.3,6.6,77.0,88.0,0.0,20.0,22.6
333,1021.4,17.3,13.3,12.9,11.1,87.0,80.0,0.2,30.0,27.3
334,1018.0,24.3,21.1,19.8,19.6,79.0,69.0,3.3,70.0,30.0
335,1021.1,21.2,18.8,16.4,16.6,67.0,75.0,5.1,50.0,35.8
336,1020.8,21.4,18.9,17.2,14.9,75.0,69.0,7.7,40.0,18.0
337,1023.8,17.6,15.2,14.8,11.4,76.0,49.0,3.9,70.0,35.1
338,1017.9,20.9,20.6,18.9,19.6,80.0,88.0,4.1,20.0,21.9
339,1021.2,21.0,19.2,17.4,16.5,82.0,88.0,0.2,50.0,20.9
340,1019.3,21.3,20.3,19.4,16.0,89.0,75.0,3.1,30.0,25.1
341,1020.7,18.1,17.2,16.9,7.9,75.0,55.0,6.8,30.0,33.4
342,1022.6,20.1,17.6,15.3,14.6,79.0,86.0,0.7,60.0,28.7
343,1020.2,17.2,14.6,12.8,8.1,79.0,87.0,1.8,60.0,32.9
344,1019.5,22.3,19.9,17.2,16.8,87.0,80.0,0.0,20.0,27.3
345,1022.0,16.2,15.2,13.5,9.8,88.0,88.0,0.1,20.0,28.4
346,1022.8,17.6,15.9,14.4,11.1,77.0,85.0,0.0,30.0,20.0
347,1018.0,17.5,16.3,15.3,14.6,92.0,85.0,1.3,40.0,11.8
348,1017.9,16.5,16.1,15.1,15.1,83.0,81.0,0.0,60.0,28.8
349,1022.4,21.3,18.9,16.6,12.9,79.0,70.0,7.9,50.0,19.2
350,1023.6,18.2,17.9,16.1,12.4,85.0,89.0,0.1,40.0,16.0
351,1019.0,21.8,18.3,15.8,13.2,89.0,88.0,0.2,40.0,22.5
352,1017.4,21.3,20.9,19.1,19.9,76.0,88.0,0.3,20.0,30.2
353,1017.7,20.9,19.3,18.9,18.1,83.0,81.0,0.3,70.0,25.1
354,1016.7,21.3,18.3,17.1,16.4,79.0,70.0,1.5,40.0,13.9
355,1020.6,18.7,17.3,16.5,15.0,75.0,81.0,1.5,60.0,25.9
356,1017.9,22.3,18.8,16.6,17.7,84.0,84.0,5.2,20.0,15.1
357,1020.3,18.9,16.1,15.3,14.7,75.0,91.0,0.0,70.0,27.4
358,1023.8,21.4,18.2,17.2,15.5,76.0,48.0,7.7,30.0,14.2
359,1016.8,21.1,18.8,17.2,18.0,97.0,95.0,0.0,40.0,16.0
360,1014.3,18.3,17.3,16.3,15.9,93.0,91.0,0.2,50.0,26.9
361,1012.5,21.0,19.9,18.4,18.0,95.0,95.0,0.0,60.0,36.0
362,1012.4,21.3,20.9,19.4,19.6,92.0,88.0,0.0,50.0,32.9
363,1022.2,17.6,16.5,15.7,13.8,76.0,97.0,0.0,60.0,29.8
364,1013.0,21.0,19.3,17.9,17.3,94.0,88.0,0.1,60.0,42.0
365,1012.2,17.1,16.1,14.6,14.7,93.0,96.0,0.2,30.0,20.0
366,1013.4,21.3,20.3,19.7,16.9,96.0,93.0,0.0,50.0,37.0
367,1012.0,20.8,17.6,15.7,4.8,75.0,88.0,3.8,40.0,29.6
368,1022.9,16.2,13.3,11.6,12.1,84.0,80.0,0.4,20.0,59.5
369,1022.4,12.1,13.8,11.2,2.7,75.0,68.0,6.0,70.0,27.6
370,1015.2,14.3,12.9,11.4,11.1,92.0,100.0,0.0,50.0,15.3
371,1015.2,17.2,13.7,10.0,12.2,92.0,94.0,0.0,50.0,27.4
372,1022.6,15.9,11.3,10.8,7.7,81.0,78.0,2.2,20.0,29.6
373,1019.5,14.3,13.7,11.6,11.2,92.0,100.0,0.0,20.0,28.2
374,1022.5,14.4,12.4,10.8,12.6,59.0,87.0,0.1,70.0,25.9
375,1025.6,16.7,12.9,9.6,11.3,75.0,84.0,1.3,60.0,30.2
376,1021.3,15.5,12.9,10.3,10.0,77.0,96.0,0.0,40.0,24.4
377,1024.3,17.4,13.6,11.8,8.6,72.0,100.0,0.0,10.0,39.3
378,1019.0,17.8,16.1,14.8,15.7,98.0,100.0,0.0,50.0,28.6
379,1022.2,16.5,13.1,11.5,9.7,52.0,60.0,5.3,40.0,13.6
380,1021.2,15.3,12.6,11.6,10.9,91.0,80.0,2.2,40.0,19.8
381,1026.4,19.2,14.6,12.6,11.4,72.0,19.0,10.2,20.0,16.5
382,1023.2,17.6,13.7,9.4,11.0,79.0,88.0,0.0,20.0,20.4
383,1034.6,11.2,10.4,7.0,3.4,77.0,95.0,0.0,40.0,16.0
384,1025.3,12.9,8.3,7.5,4.4,47.0,23.0,8.8,10.0,31.8
385,1020.6,18.6,17.3,15.8,13.0,92.0,92.0,0.0,20.0,23.7
386,1016.7,17.4,16.6,15.5,13.3,90.0,92.0,0.0,40.0,22.1
387,1027.4,21.6,18.8,16.3,17.3,65.0,46.0,7.1,60.0,12.8
388,1015.0,21.6,20.4,20.4,17.4,95.0,88.0,0.5,70.0,20.8
389,1014.8,22.3,21.2,20.9,19.5,91.0,86.0,0.7,50.0,19.8
390,1012.7,23.1,21.7,19.8,20.6,92.0,93.0,0.0,190.0,19.2
391,1019.8,24.7,22.2,20.6,20.8,89.0,86.0,1.6,110.0,15.3
392,1019.8,24.3,22.5,20.1,15.3,65.0,49.0,6.7,60.0,27.6
393,1017.8,24.9,20.9,19.6,18.9,82.0,83.0,2.2,50.0,17.5
394,1014.9,21.3,20.5,20.1,19.3,90.0,93.0,0.0,70.0,40.4
395,1014.8,21.4,19.3,17.1,17.2,91.0,80.0,0.6,20.0,23.5
396,1017.8,23.1,22.4,20.8,20.6,79.0,81.0,0.0,50.0,29.8
397,1022.6,19.6,16.6,14.7,8.3,79.0,95.0,0.2,80.0,28.8
398,1013.7,22.3,23.0,21.0,20.4,91.0,84.0,0.0,80.0,37.0
399,1024.1,20.5,17.4,15.4,2.3,77.0,43.0,10.2,40.0,15.1
400,1013.0,21.3,19.9,17.2,19.6,90.0,84.0,0.2,70.0,25.9
401,1017.3,24.9,21.6,20.0,18.0,85.0,88.0,0.4,40.0,40.4
402,1013.0,24.5,22.8,20.9,20.3,86.0,92.0,0.0,70.0,15.7
403,1015.3,21.9,20.2,19.4,17.8,78.0,83.0,0.0,40.0,20.0
404,1013.3,21.4,20.8,19.2,18.8,88.0,88.0,0.3,40.0,13.6
405,1020.8,19.6,17.3,15.7,10.5,87.0,88.0,2.4,30.0,40.8
406,1020.6,20.6,18.7,16.4,12.9,70.0,88.0,2.5,20.0,23.7
407,1021.2,24.7,18.9,15.6,9.6,77.0,46.0,8.5,20.0,41.3
408,1022.5,18.6,14.8,12.7,8.0,79.0,94.0,0.0,20.0,23.4
409,1016.9,15.9,13.4,11.6,11.2,85.0,89.0,0.0,210.0,38.3
410,1022.5,19.9,18.2,17.2,14.8,78.0,84.0,0.0,30.0,42.0
411,1019.9,21.5,19.1,18.2,18.6,81.0,81.0,1.1,50.0,7.9
412,1013.7,20.4,18.4,17.2,18.0,92.0,95.0,0.0,40.0,14.2
413,1015.4,20.9,18.6,16.8,16.8,81.0,85.0,2.2,70.0,11.7
414,1018.7,23.3,20.2,19.2,19.4,78.0,89.0,3.6,90.0,16.7
415,1017.1,15.2,13.6,11.7,10.0,90.0,100.0,0.0,50.0,27.4
416,1017.6,18.9,17.1,15.6,13.3,95.0,96.0,0.0,50.0,24.2
417,1016.0,21.2,19.9,17.1,16.3,93.0,96.0,0.0,50.0,28.9
418,1017.8,17.4,16.6,14.8,15.5,95.0,100.0,0.0,50.0,23.3
419,1017.1,16.6,16.5,15.9,15.9,95.0,96.0,0.0,40.0,20.5
420,1016.8,16.6,15.3,14.9,13.7,97.0,96.0,0.0,50.0,34.8
421,1012.2,20.4,18.6,17.1,16.6,84.0,83.0,0.4,100.0,15.8
422,1012.0,25.2,22.2,18.4,17.8,81.0,83.0,0.7,30.0,23.7
423,1014.6,16.8,15.5,14.6,15.5,97.0,100.0,0.0,40.0,20.9
424,1018.1,25.9,21.5,19.8,19.6,79.0,51.0,7.9,50.0,8.3
425,1014.6,25.4,21.6,19.4,17.2,81.0,81.0,4.7,80.0,20.2
426,1019.2,17.3,16.6,15.3,15.1,95.0,95.0,0.1,50.0,21.6
427,1019.7,16.5,15.0,12.9,15.5,98.0,100.0,0.0,80.0,40.8
428,1017.3,25.1,21.6,19.8,19.6,80.0,91.0,0.0,80.0,41.4
429,1014.8,16.7,15.5,14.4,12.2,93.0,100.0,0.0,70.0,30.2
430,1021.2,20.8,18.4,15.3,9.8,61.0,19.0,10.6,40.0,14.8
431,1015.2,20.9,19.3,17.2,16.8,86.0,80.0,2.4,50.0,22.5
432,1017.1,15.3,13.7,11.5,12.1,96.0,99.0,0.0,40.0,22.0
433,1022.5,18.7,16.6,14.4,12.1,74.0,40.0,9.1,40.0,16.4
434,1021.4,21.6,20.8,19.1,19.8,93.0,92.0,0.0,40.0,4.5
435,1020.6,20.3,18.9,17.6,15.9,74.0,49.0,9.5,40.0,9.2
436,1014.6,23.8,21.5,19.2,18.9,86.0,87.0,0.4,40.0,8.3
437,1016.0,25.3,22.9,20.4,18.7,75.0,51.0,9.5,70.0,41.4
438,1012.5,26.1,23.1,20.1,21.4,91.0,88.0,1.0,50.0,12.4
439,1017.5,20.6,19.5,18.6,18.6,87.0,75.0,3.9,30.0,20.0
440,1013.0,26.8,23.1,21.5,19.4,87.0,83.0,0.5,40.0,7.9
441,1013.0,25.8,23.5,21.6,20.6,82.0,81.0,0.2,80.0,16.7
442,1017.8,26.9,23.3,23.0,22.0,98.0,88.0,0.3,120.0,19.8
443,1013.4,27.8,24.4,23.1,22.1,87.0,88.0,1.6,40.0,13.0
444,1011.4,25.9,22.4,19.7,17.8,89.0,85.0,0.6,100.0,22.3
445,1011.1,24.9,22.3,20.4,18.0,91.0,86.0,0.1,40.0,18.6
446,1010.4,21.2,20.9,19.9,19.7,86.0,88.0,0.2,70.0,22.3
447,1006.5,21.3,18.4,16.1,14.3,86.0,81.0,2.9,60.0,29.8
448,1016.2,26.8,24.1,23.6,22.8,89.0,89.0,2.5,70.0,29.8
449,1014.4,26.7,25.4,24.4,23.0,82.0,20.0,10.0,70.0,13.0
450,1008.9,20.1,19.6,17.4,19.8,95.0,87.0,0.6,70.0,16.1
451,1011.5,21.7,18.9,16.3,19.4,83.0,88.0,0.3,80.0,28.4
452,1014.6,27.7,25.5,24.0,22.4,94.0,85.0,3.4,80.0,20.2
453,1011.2,25.9,23.1,20.6,20.9,86.0,82.0,1.0,70.0,34.0
454,1013.9,24.6,23.1,22.3,20.9,93.0,85.0,0.1,40.0,20.0
455,1012.5,28.4,25.5,23.1,22.9,93.0,88.0,0.4,30.0,21.6
456,1011.4,25.3,23.1,22.3,19.6,90.0,83.0,0.1,80.0,21.5
457,1013.2,27.8,25.7,23.2,23.4,90.0,88.0,1.2,190.0,20.4
458,1013.0,27.6,25.9,23.7,22.2,87.0,88.0,0.2,40.0,14.5
459,1012.5,23.1,22.2,20.4,19.9,91.0,88.0,0.0,40.0,24.4
460,1008.7,28.3,25.8,24.8,24.5,89.0,89.0,1.1,80.0,14.8
461,1012.4,28.9,25.5,24.1,23.2,96.0,88.0,1.6,80.0,25.1
462,1008.4,29.0,26.5,25.1,24.1,91.0,85.0,0.2,80.0,14.8
463,1016.5,28.8,26.5,24.5,23.1,79.0,83.0,2.6,230.0,20.4
464,1017.4,28.7,25.8,24.8,23.9,81.0,80.0,1.2,70.0,20.0
465,1012.5,28.7,25.8,24.0,22.0,76.0,81.0,3.9,80.0,12.8
466,1014.7,26.8,24.4,23.8,22.3,91.0,77.0,1.1,30.0,21.9
467,1012.4,26.2,25.5,24.0,21.4,82.0,85.0,2.2,80.0,33.0
468,1014.4,25.6,21.4,20.5,19.0,80.0,88.0,3.3,80.0,28.8
469,1008.4,29.1,27.1,25.0,25.1,92.0,88.0,0.6,230.0,13.0
470,1008.3,30.8,27.9,26.4,25.2,93.0,88.0,0.7,130.0,21.6
471,1009.5,29.6,27.9,25.3,24.7,83.0,88.0,3.5,180.0,16.9
472,1008.6,31.2,28.2,26.3,24.2,80.0,83.0,2.1,80.0,28.7
473,1008.4,29.1,26.9,25.0,25.3,85.0,82.0,2.2,40.0,9.5
474,1008.1,31.0,28.4,26.3,25.0,85.0,88.0,0.3,220.0,15.3
475,1011.7,29.9,26.2,25.3,21.3,88.0,81.0,6.8,260.0,15.9
476,1008.8,28.2,25.2,24.7,22.4,83.0,79.0,3.3,80.0,13.9
477,1008.3,28.4,26.6,25.4,24.7,84.0,88.0,1.0,190.0,15.4
478,1012.4,30.4,26.1,24.4,22.1,81.0,88.0,2.5,50.0,14.3
479,1012.2,26.5,24.9,21.1,19.5,79.0,79.0,6.6,90.0,18.2
480,1013.3,29.4,25.8,23.1,22.9,86.0,88.0,0.3,20.0,10.2
481,1012.0,26.5,24.4,23.3,22.2,90.0,88.0,0.6,80.0,37.5
482,1011.6,26.7,24.8,23.3,22.5,89.0,86.0,1.9,50.0,37.7
483,1012.0,27.8,25.5,23.9,23.2,89.0,85.0,4.6,70.0,25.1
484,1007.8,30.1,27.6,26.8,25.0,82.0,79.0,6.9,220.0,25.1
485,1012.4,26.4,24.9,24.5,22.5,93.0,88.0,0.6,230.0,28.4
486,1012.7,27.6,25.3,23.2,21.9,92.0,88.0,0.2,90.0,15.9
487,1007.9,29.6,26.8,25.8,24.8,86.0,88.0,0.2,220.0,34.3
488,1013.3,26.5,24.9,24.0,21.2,94.0,88.0,1.0,40.0,28.6
489,1011.0,31.0,28.2,26.1,23.8,93.0,74.0,2.0,25.0,28.4
490,1011.4,26.4,24.8,23.3,21.9,90.0,88.0,0.1,80.0,16.7
491,1008.6,28.2,25.4,24.0,22.0,87.0,82.0,3.8,90.0,22.0
492,1013.0,29.2,26.1,24.8,25.6,84.0,83.0,2.4,220.0,26.8
493,1007.1,30.4,27.8,24.1,25.7,87.0,88.0,0.9,230.0,13.2
494,1008.9,27.6,26.9,24.3,25.8,85.0,87.0,0.3,80.0,12.1
495,1008.9,29.7,27.8,26.9,25.9,87.0,81.0,1.6,190.0,9.8
496,1012.3,32.6,26.3,23.9,24.7,90.0,88.0,1.0,80.0,25.9
497,1007.9,31.0,29.1,26.6,25.0,78.0,88.0,6.8,220.0,22.0
498,1011.6,31.6,28.4,26.4,26.4,78.0,69.0,7.4,220.0,8.3
499,1006.5,33.3,29.0,27.8,26.0,79.0,72.0,8.5,230.0,30.2
500,1008.2,33.3,30.2,28.7,25.4,82.0,59.0,9.8,230.0,15.2
501,1007.8,32.9,29.0,27.8,26.4,81.0,78.0,8.8,220.0,17.2
502,1007.5,30.9,28.1,27.3,26.3,85.0,88.0,0.4,170.0,18.0
503,1008.8,31.9,28.6,26.4,25.2,89.0,88.0,0.7,220.0,24.2
504,1008.4,33.5,26.7,24.8,23.2,70.0,49.0,11.5,70.0,12.8
505,1006.1,32.7,29.4,27.6,26.7,88.0,84.0,2.3,230.0,31.9
506,1009.3,29.0,26.7,24.7,22.3,72.0,40.0,8.8,10.0,6.9
507,1008.9,32.3,30.3,27.1,25.4,78.0,54.0,10.4,220.0,23.2
508,1008.6,33.0,30.1,28.4,24.1,78.0,46.0,11.5,170.0,20.5
509,1004.8,31.1,28.6,26.9,25.8,89.0,88.0,0.3,230.0,30.5
510,1008.4,33.1,30.1,27.0,24.4,78.0,29.0,10.5,200.0,23.9
511,1004.2,31.8,28.2,26.1,24.8,84.0,74.0,6.7,220.0,11.2
512,1008.9,29.6,27.2,25.8,25.4,70.0,78.0,4.1,250.0,9.1
513,1009.9,30.8,28.2,24.5,26.7,86.0,88.0,1.5,220.0,17.2
514,1009.8,32.1,29.0,28.7,25.4,79.0,70.0,8.7,230.0,43.8
515,1008.6,34.0,30.3,27.8,24.3,74.0,25.0,10.5,250.0,9.1
516,1008.4,33.0,30.6,28.2,25.6,81.0,60.0,7.8,10.0,43.8
517,1009.8,32.0,29.8,28.5,25.3,76.0,20.0,10.2,220.0,35.3
518,1007.8,34.0,30.1,28.1,25.9,78.0,55.0,10.2,200.0,9.1
519,1008.5,32.0,30.2,28.1,26.3,75.0,40.0,9.0,270.0,16.2
520,1006.3,28.4,27.9,26.2,25.4,90.0,83.0,0.0,230.0,20.0
521,1009.6,31.9,30.2,28.7,25.0,93.0,80.0,0.4,190.0,39.7
522,1006.5,33.8,30.0,27.4,23.1,80.0,49.0,11.2,20.0,26.1
523,1009.8,30.0,27.9,26.4,26.7,87.0,83.0,2.6,220.0,38.0
524,1005.7,33.0,30.0,28.4,25.9,80.0,88.0,1.0,220.0,12.8
525,1005.1,33.3,30.5,28.0,26.0,86.0,84.0,4.6,220.0,21.9
526,1008.1,33.3,30.6,27.8,24.8,78.0,68.0,9.6,220.0,11.0
527,1006.8,35.4,31.0,27.0,26.4,78.0,53.0,7.8,230.0,14.3
528,1007.9,33.2,30.8,28.1,24.8,79.0,60.0,9.7,80.0,22.6
529,1007.9,35.3,31.0,28.0,26.0,72.0,28.0,10.1,220.0,24.9
530,1008.1,32.2,29.1,26.1,26.1,80.0,72.0,7.8,230.0,18.4
531,1008.5,32.3,29.6,27.4,25.0,76.0,74.0,6.6,220.0,20.0
532,1008.3,32.4,29.9,28.0,24.7,75.0,48.0,10.0,240.0,11.3
533,1005.4,30.6,27.5,26.4,25.9,89.0,88.0,2.3,240.0,15.2
534,1003.2,32.4,29.4,27.6,26.2,79.0,84.0,6.2,230.0,9.6
535,1008.0,32.9,30.1,29.0,25.9,74.0,30.0,8.6,240.0,22.5
536,1000.2,33.6,30.5,28.2,26.3,78.0,61.0,9.0,80.0,13.6
537,1008.1,31.0,28.6,27.8,26.2,92.0,86.0,0.3,160.0,12.5
538,1008.1,33.8,30.6,27.2,25.2,84.0,85.0,2.0,190.0,12.8
539,1008.9,32.3,29.0,27.0,26.0,86.0,88.0,1.0,230.0,19.7
540,1008.6,32.2,29.0,26.4,25.3,82.0,79.0,1.4,220.0,13.3
541,1008.1,30.6,28.2,24.8,25.8,89.0,85.0,0.3,190.0,17.3
542,1008.9,31.6,29.1,27.2,25.2,88.0,88.0,0.3,220.0,15.8
543,1009.9,33.0,30.4,29.0,26.0,82.0,67.0,7.7,230.0,30.2
544,1007.2,30.9,28.9,26.4,25.9,85.0,85.0,1.0,220.0,11.8
545,1009.5,30.9,28.0,26.1,25.7,86.0,84.0,1.7,250.0,11.8
546,1008.5,33.3,30.2,26.8,25.1,77.0,72.0,10.4,220.0,14.8
547,1008.1,33.3,30.0,28.4,26.0,79.0,84.0,3.5,220.0,27.3
548,1007.8,31.2,29.4,28.2,25.8,84.0,87.0,0.3,240.0,14.2
549,1008.0,32.0,29.7,28.4,24.9,72.0,70.0,9.1,230.0,12.5
550,1010.3,33.2,29.0,26.5,24.8,77.0,55.0,10.0,270.0,14.6
551,1008.6,31.3,29.0,27.0,25.4,84.0,83.0,3.2,230.0,8.9
552,1007.8,32.4,30.0,27.9,26.3,75.0,67.0,10.1,220.0,14.5
553,1008.5,32.8,29.2,26.4,25.4,84.0,83.0,8.1,230.0,15.4
554,1005.9,34.0,30.6,28.4,25.8,78.0,73.0,10.7,210.0,12.7
555,1009.1,32.9,30.1,28.1,25.7,79.0,72.0,6.0,200.0,9.5
556,1007.7,31.8,28.2,26.6,24.8,81.0,88.0,1.3,50.0,12.8
557,1008.2,33.3,30.6,27.6,25.3,77.0,79.0,10.2,230.0,20.0
558,1008.5,33.7,30.2,28.7,24.6,72.0,44.0,6.0,230.0,13.9
559,1008.1,33.4,30.8,28.0,25.3,74.0,29.0,9.1,240.0,14.2
560,1008.9,32.8,30.1,28.9,24.3,78.0,21.0,11.1,210.0,11.1
561,1009.3,33.2,30.4,28.4,24.3,75.0,53.0,10.0,220.0,10.3
562,1006.9,32.6,30.2,28.0,24.4,82.0,62.0,11.1,220.0,16.9
563,1008.9,32.3,29.1,27.0,24.1,78.0,57.0,10.3,220.0,16.2
564,1009.2,33.4,30.1,27.9,25.2,71.0,35.0,11.2,110.0,12.0
565,1007.8,36.0,30.0,28.1,25.9,79.0,78.0,10.6,200.0,12.0
566,1011.0,31.2,28.8,26.8,25.0,75.0,53.0,8.3,220.0,6.9
567,1008.4,33.0,29.1,25.3,24.8,74.0,47.0,10.1,20.0,12.6
568,1009.1,32.8,30.0,29.2,24.6,74.0,53.0,8.2,290.0,25.1
569,1008.8,31.3,29.2,26.4,24.3,67.0,46.0,8.1,230.0,18.1
570,1008.9,30.8,27.3,26.3,25.8,85.0,83.0,1.6,220.0,6.1
571,1009.5,32.0,29.1,26.4,25.1,70.0,43.0,10.3,180.0,13.0
572,1005.3,35.8,31.1,26.7,26.0,77.0,49.0,9.5,220.0,21.5
573,1008.9,33.2,29.1,26.6,24.1,71.0,46.0,6.4,230.0,9.5
574,1008.9,33.2,29.6,27.8,26.1,81.0,78.0,3.1,190.0,6.1
575,1009.8,31.7,29.8,26.8,24.3,84.0,67.0,3.0,120.0,10.2
576,1008.6,31.9,28.7,26.3,25.9,86.0,88.0,1.2,230.0,21.6
577,1005.6,31.7,29.8,26.8,26.0,80.0,80.0,0.9,130.0,24.8
578,1008.5,29.0,27.8,26.0,25.8,89.0,88.0,0.9,70.0,17.5
579,1007.5,33.4,30.7,27.3,26.1,79.0,83.0,2.8,220.0,23.9
580,1005.9,30.7,27.9,26.6,24.3,84.0,78.0,7.6,220.0,14.8
581,1003.5,30.6,27.9,26.2,23.6,82.0,84.0,1.5,80.0,12.0
582,1005.9,30.6,28.0,26.3,23.3,77.0,47.0,8.8,130.0,10.2
583,1005.8,31.2,28.0,25.4,24.1,76.0,53.0,9.5,10.0,12.9
584,1000.2,33.1,30.4,27.3,25.9,77.0,43.0,9.3,60.0,10.2
585,1007.5,33.1,29.8,27.4,26.0,79.0,77.0,2.3,190.0,9.5
586,1007.8,28.1,26.7,25.0,24.2,84.0,67.0,6.5,270.0,15.3
587,1008.1,33.2,30.0,28.1,25.9,78.0,69.0,8.7,220.0,11.1
588,1008.4,32.3,29.0,27.8,25.8,82.0,67.0,7.7,110.0,14.5
589,1008.9,32.8,30.6,27.3,24.5,81.0,88.0,6.8,220.0,7.9
590,1011.7,31.0,28.4,26.6,26.0,76.0,69.0,5.3,250.0,12.8
591,1012.5,33.0,30.2,28.4,24.2,75.0,44.0,9.1,20.0,9.1
592,1010.7,30.4,27.4,25.3,25.3,87.0,88.0,0.1,130.0,17.5
593,1011.5,29.1,26.8,24.8,23.2,81.0,88.0,1.1,100.0,15.3
594,1011.1,33.1,29.8,28.2,25.3,84.0,47.0,7.6,240.0,18.6
595,1008.1,34.0,30.4,28.0,25.5,82.0,80.0,4.3,220.0,28.5
596,1011.4,31.7,28.9,25.2,23.1,74.0,32.0,9.1,10.0,11.9
597,1010.5,28.3,26.1,25.9,23.5,86.0,88.0,1.6,60.0,22.4
598,1007.8,33.1,30.0,28.3,25.9,81.0,70.0,7.2,220.0,24.5
599,1008.5,28.5,26.5,24.5,24.6,91.0,85.0,5.7,190.0,8.9
600,1008.0,30.4,26.2,24.8,22.0,84.0,30.0,7.7,220.0,12.1
601,1006.7,31.0,28.1,26.5,25.0,80.0,88.0,0.6,230.0,40.0
602,1007.0,29.1,27.9,26.5,25.9,87.0,67.0,6.3,80.0,37.5
603,1010.9,30.8,26.5,24.8,21.5,79.0,49.0,6.4,200.0,22.5
604,1013.3,30.8,27.0,25.3,21.4,73.0,49.0,9.5,80.0,22.9
605,1009.6,32.0,29.4,27.0,25.8,72.0,46.0,11.0,200.0,27.3
606,1010.5,29.8,26.1,24.7,23.4,76.0,86.0,1.4,220.0,24.4
607,1008.3,27.7,26.8,25.5,25.3,87.0,85.0,0.3,180.0,9.9
608,1010.5,29.4,26.5,24.8,23.2,86.0,84.0,2.5,90.0,9.2
609,1010.8,31.2,28.0,26.8,23.8,78.0,46.0,8.1,80.0,16.6
610,1010.5,29.8,27.9,26.3,23.9,84.0,56.0,6.9,220.0,9.5
611,1011.5,32.2,28.3,26.3,23.2,72.0,28.0,4.9,80.0,16.9
612,1005.7,31.2,29.1,27.0,25.1,84.0,77.0,3.9,220.0,26.3
613,1008.4,30.2,28.1,26.9,26.3,82.0,88.0,1.2,70.0,28.5
614,1009.8,31.1,28.0,26.5,25.8,79.0,81.0,3.2,220.0,40.4
615,1005.7,32.8,29.1,27.9,26.1,79.0,30.0,7.2,230.0,38.0
616,1014.5,30.1,28.2,26.6,20.4,79.0,46.0,10.3,70.0,31.8
617,1008.9,32.8,29.8,27.3,24.3,82.0,62.0,2.5,230.0,16.5
618,1006.1,32.4,29.4,26.6,24.9,81.0,78.0,7.8,230.0,27.1
619,1005.5,31.5,29.8,26.8,25.8,75.0,38.0,11.0,70.0,13.1
620,1011.6,30.8,27.6,25.9,23.2,81.0,81.0,3.8,40.0,44.7
621,1013.9,32.0,28.1,26.2,25.3,87.0,89.0,2.2,200.0,25.0
622,1006.8,31.3,29.7,28.1,26.1,93.0,93.0,0.5,110.0,39.5
623,1005.9,29.2,27.3,24.5,25.0,93.0,94.0,0.0,220.0,28.0
624,1010.3,28.7,26.2,25.6,21.6,89.0,93.0,0.6,80.0,12.1
625,1011.4,30.7,27.4,24.5,22.0,82.0,60.0,8.3,280.0,12.7
626,1006.3,28.5,26.3,25.2,25.4,85.0,84.0,0.6,290.0,38.3
627,1012.5,31.3,28.3,25.8,19.9,61.0,47.0,7.9,50.0,8.7
628,1015.7,29.0,26.9,24.8,20.0,76.0,49.0,10.8,60.0,14.3
629,1015.5,30.6,28.5,26.4,25.4,77.0,62.0,8.9,130.0,30.0
630,1013.7,25.2,24.9,23.6,23.5,97.0,88.0,1.2,100.0,41.4
631,1016.3,26.4,25.9,24.7,21.9,94.0,95.0,0.2,70.0,26.4
632,1013.2,29.8,25.1,23.1,20.6,74.0,20.0,8.6,70.0,20.5
633,1014.6,26.3,24.8,23.4,19.9,76.0,20.0,10.1,70.0,26.5
634,1012.9,30.8,26.1,23.2,20.6,74.0,44.0,9.3,80.0,17.2
635,1013.0,27.3,25.4,23.2,19.6,77.0,51.0,9.8,60.0,16.4
636,1010.9,25.5,23.8,21.6,20.2,81.0,61.0,5.9,40.0,21.9
637,1018.2,30.6,24.2,20.6,18.7,70.0,53.0,8.0,70.0,36.0
638,1010.3,24.9,20.7,19.1,19.9,70.0,86.0,3.4,20.0,40.0
639,1016.3,30.2,27.5,25.4,24.0,85.0,88.0,0.3,20.0,10.9
640,1017.8,26.6,25.4,24.8,22.3,79.0,82.0,2.4,80.0,27.9
641,1016.7,26.9,24.8,23.5,22.4,83.0,81.0,0.3,80.0,22.2
642,1014.9,26.9,25.4,24.8,21.6,79.0,77.0,5.9,160.0,22.2
643,1015.0,28.8,25.8,23.9,20.9,82.0,75.0,5.3,120.0,12.8
644,1017.0,26.9,24.7,23.3,20.6,82.0,88.0,1.5,70.0,15.7
645,1012.4,25.6,22.3,20.3,19.4,70.0,60.0,8.8,70.0,20.8
646,1011.4,24.7,22.3,20.1,18.8,77.0,51.0,3.4,20.0,24.9
